RawText,WikidataID,Class,PredictedClass,ConfidenceScore
European Union,Q458,LEGAL,,0.0
Union,Q214102,LEGAL,,0.0
Union,Q214102,INSTITUTION,,0.0
Council,Q8896,INSTITUTION,,0.0
European,Q35572,INSTITUTION,,0.0
European Parliament,Q8889,INSTITUTION,,0.0
Parliament,Q1130737,INSTITUTION,,0.0
years,Q577,PERIOD,,0.0
European,Q35572,INSTITUTION,,0.0
European Council,Q8886,INSTITUTION,,0.0
Council,Q8886,INSTITUTION,,0.0
The Guardian,Q11148,MEDIA,,0.0
Guardian,Q11148,MEDIA,,0.0
Article,Q103184,LEGAL,,0.0
article,Q103184,LEGAL,,0.0
Brussels,Q240,LOCATION,,0.0
Berlin,Q64,LOCATION,,0.0
Paris,Q90,LOCATION,,0.0
article,Q103184,LEGAL,,0.0
EU,Q458,INSTITUTION,,0.0
Brexit,Q7888194,EVENT,,0.0
European,Q1464982,INSTITUTION,,0.0
European Union,Q458,INSTITUTION,,0.0
Union,Q214102,INSTITUTION,,0.0
Kenneth,Q1537946,PERSON,,0.0
Armstrong,Q689159,PERSON,,0.0
professor,Q121594,PERSON,,0.0
European,Q1464982,PERSON,,0.0
European law,Q208202,PERSON,,0.0
law,Q7748,PERSON,,0.0
Cambridge,Q350,PERSON,,0.0
Cambridge University,Q35794,PERSON,,0.0
University,Q3918,PERSON,,0.0
article,Q103184,LEGAL,,0.0
British,Q145,INSTITUTION,,0.0
British government,Q6063,INSTITUTION,,0.0
government,Q7188,INSTITUTION,,0.0
European,Q35572,INSTITUTION,,0.0
European council,Q8886,INSTITUTION,,0.0
council,Q4358176,INSTITUTION,,0.0
EU,Q458,INSTITUTION,,0.0
Reuters,Q130879,MEDIA,,0.0
EU,Q458,INSTITUTION,,0.0
EU,Q458,INSTITUTION,,0.0
Scotland,Q34044,LEGAL,,0.0
Scotland Act,Q1427950,LEGAL,,0.0
Scotland Act 1998,Q1427950,LEGAL,,0.0
Act,Q4677783,LEGAL,,0.0
Scottish,Q181634,INSTITUTION,,0.0
Scottish Parliament,Q206171,INSTITUTION,,0.0
Parliament,Q1130737,INSTITUTION,,0.0
EU,Q458,INSTITUTION,,0.0
Scotland,Q22,LOCATION,,0.0
Scottish,Q181634,INSTITUTION,,0.0
Scottish Parliament,Q206171,INSTITUTION,,0.0
Parliament,Q1130737,INSTITUTION,,0.0
UK,Q145,LOCATION,,0.0
EU,Q458,INSTITUTION,,0.0
Scotland,Q34044,LEGAL,,0.0
Scotland Act,Q1427950,LEGAL,,0.0
Scotland Act 1998,Q1427950,LEGAL,,0.0
Act,Q4677783,LEGAL,,0.0
UK,Q145,INSTITUTION,,0.0
UK Parliament,Q11010,INSTITUTION,,0.0
Parliament,Q11010,INSTITUTION,,0.0
Scottish,Q181634,INSTITUTION,,0.0
Scottish Parliament,Q206171,INSTITUTION,,0.0
Parliament,Q1130737,INSTITUTION,,0.0
Leave,Q2493418,ORGANISATION,,0.0
26 June 2016,Q189571,PERIOD,,0.0
June,Q120,PERIOD,,0.0
Minister,Q83307,PERSON,,0.0
Nicola,Q7028945,PERSON,,0.0
Nicola Sturgeon,Q467112,PERSON,,0.0
Sturgeon,Q181871,PERSON,,0.0
Scottish,Q181634,INSTITUTION,,0.0
Scottish Parliament,Q206171,INSTITUTION,,0.0
Parliament,Q1130737,INSTITUTION,,0.0
UK,Q145,LOCATION,,0.0
EU,Q458,INSTITUTION,,0.0
1998,Q2089,LEGAL,,0.0
Act,Q1076579,LEGAL,,0.0
Section,Q6497253,LEGAL,,0.0
Act,Q1076579,LEGAL,,0.0
Parliament,Q11010,INSTITUTION,,0.0
Parliament of the United Kingdom,Q11010,INSTITUTION,,0.0
United,Q174769,INSTITUTION,,0.0
United Kingdom,Q145,INSTITUTION,,0.0
Kingdom,Q2667814,INSTITUTION,,0.0
Scotland,Q22,LOCATION,,0.0
Electoral,Q40231,ORGANISATION,,0.0
Electoral Commission,Q5354978,ORGANISATION,,0.0
Commission,Q8880,ORGANISATION,,0.0
September,Q123,PERIOD,,0.0
September 2015,Q18890007,PERIOD,,0.0
May 2016,Q21030558,PERIOD,,0.0
United,Q174769,LOCATION,,0.0
United Kingdom,Q145,LOCATION,,0.0
Kingdom,Q2667814,LOCATION,,0.0
European,Q1464982,INSTITUTION,,0.0
European Union,Q458,INSTITUTION,,0.0
Union,Q214102,INSTITUTION,,0.0
European,Q1464982,INSTITUTION,,0.0
European Union,Q458,INSTITUTION,,0.0
Union,Q214102,INSTITUTION,,0.0
European,Q1464982,INSTITUTION,,0.0
European Union,Q458,INSTITUTION,,0.0
Union,Q214102,INSTITUTION,,0.0
European,Q1464982,INSTITUTION,,0.0
European Union,Q458,INSTITUTION,,0.0
Union,Q214102,INSTITUTION,,0.0
United,Q174769,EVENT,,0.0
United Kingdom,Q145,EVENT,,0.0
United Kingdom European Union membership referendum,Q21812812,EVENT,,0.0
Kingdom,Q7269,EVENT,,0.0
European,Q1464982,EVENT,,0.0
European Union,Q458,EVENT,,0.0
European Union membership,Q458,EVENT,,0.0
European Union membership referendum,Q21812812,EVENT,,0.0
Union,Q214102,EVENT,,0.0
Union membership,Q178790,EVENT,,0.0
membership,Q185441,EVENT,,0.0
membership referendum,Q21812812,EVENT,,0.0
referendum,Q43109,EVENT,,0.0
2016,Q25245,EVENT,,0.0
Britain,Q145,ORGANISATION,,0.0
Britain Stronger in Europe,Q21091849,ORGANISATION,,0.0
Stronger,Q2018005,ORGANISATION,,0.0
Europe,Q46,ORGANISATION,,0.0
London,Q84,LOCATION,,0.0
June,Q120,PERIOD,,0.0
June 2016,Q23022546,PERIOD,,0.0
Leave,Q2493418,ORGANISATION,,0.0
Remain,Q21091849,ORGANISATION,,0.0
campaigns,Q831663,ORGANISATION,,0.0
Pimlico,Q123306,LOCATION,,0.0
London,Q84,LOCATION,,0.0
October,Q124,PERIOD,,0.0
October 2015,Q18890007,PERIOD,,0.0
Britain,Q145,LOCATION,,0.0
Britain,Q145,ORGANISATION,,0.0
Britain Stronger in Europe,Q21091849,ORGANISATION,,0.0
Stronger,Q2018005,ORGANISATION,,0.0
Europe,Q46,ORGANISATION,,0.0
Leave,Q2493418,ORGANISATION,,0.0
EU,Q458,INSTITUTION,,0.0
UKIP,Q10647,ORGANISATION,,0.0
Nigel,Q661284,PERSON,,0.0
Nigel Farage,Q318471,PERSON,,0.0
Farage,Q318471,PERSON,,0.0
Vote,Q189760,ORGANISATION,,0.0
Vote Leave,Q22079776,ORGANISATION,,0.0
Leave,Q22079776,ORGANISATION,,0.0
Conservative,Q909827,PERSON_TYPE,,0.0
Conservative Party,Q586364,PERSON_TYPE,,0.0
Party,Q79854,PERSON_TYPE,,0.0
Eurosceptics,Q223200,PERSON_TYPE,,0.0
Electoral,Q40231,ORGANISATION,,0.0
Electoral Commission,Q5354978,ORGANISATION,,0.0
Commission,Q8880,ORGANISATION,,0.0
April,Q118,PERIOD,,0.0
Vote,Q189760,ORGANISATION,,0.0
Vote Leave,Q22079776,ORGANISATION,,0.0
Leave,Q22079776,ORGANISATION,,0.0
Leave,Q2493418,ORGANISATION,,0.0
EU,Q458,INSTITUTION,,0.0
Grassroots,Q929651,ORGANISATION,,0.0
UK,Q145,INSTITUTION,,0.0
UK government,Q6063,INSTITUTION,,0.0
government,Q7188,INSTITUTION,,0.0
April,Q118,PERIOD,,0.0
16 June,Q2653,PERIOD,,0.0
June,Q120,PERIOD,,0.0
19 June,Q2669,PERIOD,,0.0
June,Q120,PERIOD,,0.0
killing,Q19085,EVENT,,0.0
killing of MP Jo Cox,Q24661988,EVENT,,0.0
MP,Q486839,EVENT,,0.0
Jo,Q559773,EVENT,,0.0
Jo Cox,Q19872361,EVENT,,0.0
Cox,Q1138248,EVENT,,0.0
HM,Q669458,INSTITUTION,,0.0
HM Government,Q6063,INSTITUTION,,0.0
Government,Q6063,INSTITUTION,,0.0
England,Q21,LOCATION,,0.0
11 April,Q2501,PERIOD,,0.0
April,Q118,PERIOD,,0.0
Scotland,Q22,LOCATION,,0.0
Wales,Q25,LOCATION,,0.0
Northern,Q22079702,LOCATION,,0.0
Northern Ireland,Q26,LOCATION,,0.0
Ireland,Q22890,LOCATION,,0.0
UK,Q145,LOCATION,,0.0
EU,Q458,INSTITUTION,,0.0
million,Q38526,MEASURE,,0.0
Electoral,Q40231,ORGANISATION,,0.0
Electoral Commission,Q5354978,ORGANISATION,,0.0
Commission,Q8880,ORGANISATION,,0.0
UK,Q145,LOCATION,,0.0
Gibraltar,Q1410,LOCATION,,0.0
Britain,Q145,ORGANISATION,,0.0
Britain Stronger in Europe,Q21091849,ORGANISATION,,0.0
Stronger,Q2018005,ORGANISATION,,0.0
Europe,Q46,ORGANISATION,,0.0
Vote,Q189760,ORGANISATION,,0.0
Vote Leave,Q22079776,ORGANISATION,,0.0
Leave,Q22079776,ORGANISATION,,0.0
Westminster,Q189960,LOCATION,,0.0
European,Q1464982,NATIONAL,,0.0
Britain,Q145,ORGANISATION,,0.0
British,Q145,ORGANISATION,,0.0
British National,Q161269,ORGANISATION,,0.0
British National Party,Q161269,ORGANISATION,,0.0
National,Q204716,ORGANISATION,,0.0
National Party,Q204716,ORGANISATION,,0.0
Party,Q79854,ORGANISATION,,0.0
BNP,Q161269,ORGANISATION,,0.0
Respect,Q287031,ORGANISATION,,0.0
Respect Party,Q287031,ORGANISATION,,0.0
Party,Q79854,ORGANISATION,,0.0
Trade,Q601401,ORGANISATION,,0.0
Trade Unionist,Q178790,ORGANISATION,,0.0
Trade Unionist and Socialist Coalition,Q980923,ORGANISATION,,0.0
Unionist,Q7886824,ORGANISATION,,0.0
Socialist,Q7272,ORGANISATION,,0.0
Coalition,Q837416,ORGANISATION,,0.0
TUSC,Q980923,ORGANISATION,,0.0
SDP,Q40052,ORGANISATION,,0.0
Liberal,Q622441,ORGANISATION,,0.0
Liberal Party,Q622441,ORGANISATION,,0.0
Party,Q79854,ORGANISATION,,0.0
Independence,Q37055,ORGANISATION,,0.0
Independence from Europe,Q16828185,ORGANISATION,,0.0
Europe,Q46,ORGANISATION,,0.0
EU,Q458,INSTITUTION,,0.0
Scottish,Q181634,ORGANISATION,,0.0
Scottish Socialist,Q891900,ORGANISATION,,0.0
Scottish Socialist Party,Q891900,ORGANISATION,,0.0
Socialist,Q1353232,ORGANISATION,,0.0
Socialist Party,Q849580,ORGANISATION,,0.0
Party,Q17427,ORGANISATION,,0.0
SSP,Q891900,ORGANISATION,,0.0
EU,Q458,INSTITUTION,,0.0
Women,Q16932662,ORGANISATION,,0.0
Women's Equality,Q20552581,ORGANISATION,,0.0
Women's Equality Party,Q20648714,ORGANISATION,,0.0
Equality,Q2543809,ORGANISATION,,0.0
Equality Party,Q3366831,ORGANISATION,,0.0
Party,Q200538,ORGANISATION,,0.0
Gibraltar,Q1410,INSTITUTION,,0.0
Gibraltar Parliament,Q128852,INSTITUTION,,0.0
Parliament,Q1130737,INSTITUTION,,0.0
Remain,Q21091849,ORGANISATION,,0.0
Gibraltar,Q1410,ORGANISATION,,0.0
Gibraltar Social Democrats,Q136754,ORGANISATION,,0.0
Social,Q345367,ORGANISATION,,0.0
Social Democrats,Q121254,ORGANISATION,,0.0
Democrats,Q29552,ORGANISATION,,0.0
GSD,Q136754,ORGANISATION,,0.0
Gibraltar,Q1410,ORGANISATION,,0.0
Gibraltar Socialist Labour Party,Q53025,ORGANISATION,,0.0
Socialist,Q170972,ORGANISATION,,0.0
Socialist Labour,Q3491460,ORGANISATION,,0.0
Socialist Labour Party,Q3491460,ORGANISATION,,0.0
Labour,Q9630,ORGANISATION,,0.0
Labour Party,Q9630,ORGANISATION,,0.0
Party,Q200538,ORGANISATION,,0.0
GSLP,Q53025,ORGANISATION,,0.0
Liberal,Q241149,ORGANISATION,,0.0
Liberal Party,Q241149,ORGANISATION,,0.0
Liberal Party of Gibraltar,Q152744,ORGANISATION,,0.0
Party,Q200538,ORGANISATION,,0.0
Gibraltar,Q1410,ORGANISATION,,0.0
Conservative,Q9626,TITLE,,0.0
Conservative Party,Q9626,TITLE,,0.0
Party,Q200538,TITLE,,0.0
MPs,Q486839,TITLE,,0.0
Labour,Q9630,TITLE,,0.0
Labour MPs,Q9630,TITLE,,0.0
MPs,Q486839,TITLE,,0.0
Labour,Q9630,ORGANISATION,,0.0
Conservative,Q9626,ORGANISATION,,0.0
Liberal,Q622441,ORGANISATION,,0.0
Liberal Democrat,Q9624,ORGANISATION,,0.0
Democrat,Q29552,ORGANISATION,,0.0
UKIP,Q10647,ORGANISATION,,0.0
Green,Q9669,ORGANISATION,,0.0
Cabinet,Q640506,TITLE,,0.0
Cabinet ministers,Q2607174,TITLE,,0.0
ministers,Q83307,TITLE,,0.0
backbench,Q731591,TITLE,,0.0
backbench MPs,Q731591,TITLE,,0.0
MPs,Q486839,TITLE,,0.0
United,Q174769,EVENT,,0.0
United Kingdom,Q145,EVENT,,0.0
United Kingdom European Union membership referendum,Q21812812,EVENT,,0.0
Kingdom,Q7269,EVENT,,0.0
European,Q1464982,EVENT,,0.0
European Union,Q458,EVENT,,0.0
European Union membership,Q458,EVENT,,0.0
European Union membership referendum,Q21812812,EVENT,,0.0
Union,Q214102,EVENT,,0.0
Union membership,Q178790,EVENT,,0.0
membership,Q185441,EVENT,,0.0
membership referendum,Q21812812,EVENT,,0.0
referendum,Q43109,EVENT,,0.0
2016,Q25245,EVENT,,0.0
Cabinet,Q112014,INSTITUTION,,0.0
Cabinet of the United Kingdom,Q112014,INSTITUTION,,0.0
United,Q174769,INSTITUTION,,0.0
United Kingdom,Q145,INSTITUTION,,0.0
Kingdom,Q7269,INSTITUTION,,0.0
Prime,Q7243227,TITLE,,0.0
Prime Minister,Q14212,TITLE,,0.0
Minister,Q83307,TITLE,,0.0
February,Q109,PERIOD,,0.0
Cabinet,Q640506,TITLE,,0.0
Cabinet ministers,Q2607174,TITLE,,0.0
ministers,Q83307,TITLE,,0.0
UK,Q145,LOCATION,,0.0
EU,Q458,INSTITUTION,,0.0
Iain,Q18336315,PERSON,,0.0
Iain Duncan,Q3147195,PERSON,,0.0
Iain Duncan Smith,Q302486,PERSON,,0.0
Duncan,Q193020,PERSON,,0.0
Duncan Smith,Q7945557,PERSON,,0.0
Smith,Q1158446,PERSON,,0.0
19 March,Q2424,PERIOD,,0.0
March,Q173177,PERIOD,,0.0
Stephen,Q60849,PERSON,,0.0
Stephen Crabb,Q291393,PERSON,,0.0
Crabb,Q5180255,PERSON,,0.0
Crabb,Q5180255,PERSON,,0.0
Secretary,Q80687,TITLE,,0.0
Secretary of State,Q736559,TITLE,,0.0
Secretary of State for Wales,Q1846384,TITLE,,0.0
State,Q131541,TITLE,,0.0
Wales,Q822877,TITLE,,0.0
Alun,Q852006,PERSON,,0.0
Alun Cairns,Q268030,PERSON,,0.0
Cairns,Q189133,PERSON,,0.0
United,Q174769,EVENT,,0.0
United Kingdom,Q145,EVENT,,0.0
United Kingdom European Union membership referendum,Q21812812,EVENT,,0.0
Kingdom,Q7269,EVENT,,0.0
European,Q1464982,EVENT,,0.0
European Union,Q458,EVENT,,0.0
European Union membership,Q458,EVENT,,0.0
European Union membership referendum,Q21812812,EVENT,,0.0
Union,Q214102,EVENT,,0.0
Union membership,Q178790,EVENT,,0.0
membership,Q185441,EVENT,,0.0
membership referendum,Q21812812,EVENT,,0.0
referendum,Q43109,EVENT,,0.0
UK,Q145,LOCATION,,0.0
UK,Q145,LOCATION,,0.0
EU,Q458,INSTITUTION,,0.0
Shell,Q154950,BUSINESS,,0.0
BT,Q593786,BUSINESS,,0.0
Vodafone,Q122141,BUSINESS,,0.0
Britain,Q145,LOCATION,,0.0
EU,Q458,INSTITUTION,,0.0
British,Q145,ORGANISATION,,0.0
British Bankers' Association,Q918794,ORGANISATION,,0.0
Bankers,Q22687,ORGANISATION,,0.0
Association,Q48204,ORGANISATION,,0.0
RBS,Q160126,BUSINESS,,0.0
HSBC,Q190464,BUSINESS,,0.0
JP,Q329455,BUSINESS,,0.0
JP Morgan,Q192314,BUSINESS,,0.0
Morgan,Q1165625,BUSINESS,,0.0
Deutsche,Q66048,BUSINESS,,0.0
Deutsche Bank,Q66048,BUSINESS,,0.0
Bank,Q22687,BUSINESS,,0.0
Brexit,Q7888194,EVENT,,0.0
Goldman,Q449089,BUSINESS,,0.0
Goldman Sachs,Q193326,BUSINESS,,0.0
Sachs,Q317263,BUSINESS,,0.0
City,Q23311,LOCATION,,0.0
City of London,Q23311,LOCATION,,0.0
London,Q84,LOCATION,,0.0
City,Q23311,LOCATION,,0.0
City of London,Q23311,LOCATION,,0.0
London,Q84,LOCATION,,0.0
European,Q1464982,NATIONAL,,0.0
February,Q109,PERIOD,,0.0
February 2016,Q20020135,PERIOD,,0.0
FTSE,Q1355823,CONCEPT,,0.0
FTSE 100,Q466496,CONCEPT,,0.0
Shell,Q154950,BUSINESS,,0.0
BAE,Q739416,BUSINESS,,0.0
BAE Systems,Q739416,BUSINESS,,0.0
Systems,Q682496,BUSINESS,,0.0
BT,Q593786,BUSINESS,,0.0
Rio,Q223359,BUSINESS,,0.0
Rio Tinto,Q821293,BUSINESS,,0.0
Tinto,Q8519816,BUSINESS,,0.0
EU,Q458,INSTITUTION,,0.0
Institute,Q1082980,ORGANISATION,,0.0
EEF,Q5322920,ORGANISATION,,0.0
UK,Q145,LOCATION,,0.0
Sainsbury,Q152096,BUSINESS,,0.0
Sainsbury's,Q152096,BUSINESS,,0.0
Richard Branson,Q194419,PERSON,,0.0
Branson,Q898857,PERSON,,0.0
UK,Q145,LOCATION,,0.0
EU,Q458,INSTITUTION,,0.0
Alan,Q178054,PERSON,,0.0
Alan Sugar,Q336520,PERSON,,0.0
Sugar,Q3496796,PERSON,,0.0
June,Q120,PERIOD,,0.0
June 2016,Q23022546,PERIOD,,0.0
James,Q1277864,PERSON,,0.0
James Dyson,Q1346101,PERSON,,0.0
Dyson,Q621429,PERSON,,0.0
Dyson,Q621429,BUSINESS,,0.0
Dyson company,Q621429,BUSINESS,,0.0
company,Q783794,BUSINESS,,0.0
British,Q145,NATIONAL,,0.0
Britain,Q145,LOCATION,,0.0
billion,Q16021,MEASURE,,0.0
EU,Q458,INSTITUTION,,0.0
Treasury,Q578269,INSTITUTION,,0.0
EU,Q458,INSTITUTION,,0.0
Dyson,Q621429,PERSON,,0.0
EU,Q458,INSTITUTION,,0.0
Rolls,Q702448,BUSINESS,,0.0
Rolls-Royce,Q679888,BUSINESS,,0.0
Royce,Q5126727,BUSINESS,,0.0
UK,Q145,LOCATION,,0.0
EU,Q458,INSTITUTION,,0.0
UK,Q145,LOCATION,,0.0
UK,Q145,LOCATION,,0.0
EU,Q458,INSTITUTION,,0.0
UK,Q145,LOCATION,,0.0
half,Q2114394,MEASURE,,0.0
UK,Q145,LOCATION,,0.0
UK,Q145,LOCATION,,0.0
Ford,Q44294,BUSINESS,,0.0
BMW,Q26678,BUSINESS,,0.0
2013,Q1998,PERIOD,,0.0
Brexit,Q7888194,EVENT,,0.0
2015,Q2002,PERIOD,,0.0
Reuters,Q130879,MEDIA,,0.0
UK,Q145,LOCATION,,0.0
EU,Q458,INSTITUTION,,0.0
CEO,Q484876,TITLE,,0.0
Vauxhall,Q146747,TITLE,,0.0
Brexit,Q7888194,EVENT,,0.0
Toyota,Q53268,PERSON,,0.0
CEO,Q484876,PERSON,,0.0
Akio,Q1143349,PERSON,,0.0
Akio Toyoda,Q418622,PERSON,,0.0
Toyoda,Q1141740,PERSON,,0.0
Britain,Q145,LOCATION,,0.0
EU,Q458,INSTITUTION,,0.0
Toyota,Q53268,BUSINESS,,0.0
Britain,Q145,LOCATION,,0.0
UK,Q145,LOCATION,,0.0
Boris,Q893604,PERSON,,0.0
Boris Johnson,Q180589,PERSON,,0.0
Johnson,Q134183,PERSON,,0.0
UK,Q145,LOCATION,,0.0
year,Q577,MEASURE,,0.0
HSBC,Q190464,BUSINESS,,0.0
Daragh,Q5628599,PERSON,,0.0
Maher,Q16731835,PERSON,,0.0
head,Q23640,PERSON,,0.0
HSBC,Q190464,PERSON,,0.0
Brexit,Q7888194,EVENT,,0.0
European,Q1464982,NATIONAL,,0.0
Brexit,Q7888194,EVENT,,0.0
June,Q120,PERIOD,,0.0
June 2016,Q23022546,PERIOD,,0.0
Leave,Q2493418,ORGANISATION,,0.0
Leave campaign,Q22079776,ORGANISATION,,0.0
campaign,Q847301,ORGANISATION,,0.0
cent,Q58093,MEASURE,,0.0
UK,Q145,LOCATION,,0.0
April,Q118,PERIOD,,0.0
1998,Q2089,PERIOD,,0.0
US,Q30,LOCATION,,0.0
Eurozone,Q8268,INSTITUTION,,0.0
China,Q148,LOCATION,,0.0
January,Q108,PERIOD,,0.0
February,Q109,PERIOD,,0.0
FTSE,Q1355823,CONCEPT,,0.0
FTSE 100,Q466496,CONCEPT,,0.0
days,Q573,PERIOD,,0.0
14 June,Q2612,PERIOD,,0.0
June,Q120,PERIOD,,0.0
Brexit,Q7888194,EVENT,,0.0
FTSE,Q1355823,CONCEPT,,0.0
FTSE 100,Q466496,CONCEPT,,0.0
billion,Q16021,MEASURE,,0.0
Remain,Q21091849,ORGANISATION,,0.0
FTSE,Q1355823,CONCEPT,,0.0
2016,Q25245,PERIOD,,0.0
FTSE,Q1355823,CONCEPT,,0.0
FTSE 100,Q466496,CONCEPT,,0.0
2016,Q25245,PERIOD,,0.0
Remain,Q21091849,ORGANISATION,,0.0
Remain campaign,Q21091849,ORGANISATION,,0.0
campaign,Q847301,ORGANISATION,,0.0
Sunderland,Q18739,LOCATION,,0.0
1985,Q2431,PERIOD,,0.0
Monday,Q105,PERIOD,,0.0
London,Q84,BUSINESS,,0.0
London Stock Exchange,Q171240,BUSINESS,,0.0
Stock,Q1196314,BUSINESS,,0.0
Stock Exchange,Q171240,BUSINESS,,0.0
Exchange,Q179076,BUSINESS,,0.0
morning,Q7722,PERIOD,,0.0
24 June,Q2665,PERIOD,,0.0
June,Q120,PERIOD,,0.0
FTSE,Q1355823,CONCEPT,,0.0
FTSE 100,Q466496,CONCEPT,,0.0
minutes,Q2085515,PERIOD,,0.0
minutes,Q2085515,PERIOD,,0.0
end,Q5375780,PERIOD,,0.0
end of the day,Q12858188,PERIOD,,0.0
day,Q573,PERIOD,,0.0
Monday,Q105,PERIOD,,0.0
FTSE,Q1355823,CONCEPT,,0.0
FTSE 100,Q466496,CONCEPT,,0.0
mid,Q1650645,PERIOD,,0.0
mid-afternoon,Q1561090,PERIOD,,0.0
afternoon,Q756858,PERIOD,,0.0
Friday,Q673486,PERIOD,,0.0
referendum,Q43109,PERIOD,,0.0
US,Q30,CONCEPT,,0.0
Dow,Q855639,CONCEPT,,0.0
Dow Jones,Q1126244,CONCEPT,,0.0
Dow Jones Industrial,Q180816,CONCEPT,,0.0
Dow Jones Industrial Average,Q180816,CONCEPT,,0.0
Jones,Q3530260,CONCEPT,,0.0
Industrial,Q487965,CONCEPT,,0.0
Industrial Average,Q180816,CONCEPT,,0.0
Average,Q202785,CONCEPT,,0.0
half,Q738785,PERIOD,,0.0
hour,Q25235,PERIOD,,0.0
Associated Press,Q40469,MEDIA,,0.0
Press,Q3402474,MEDIA,,0.0
mid,Q1650645,PERIOD,,0.0
afternoon,Q283102,PERIOD,,0.0
June,Q120,PERIOD,,0.0
FTSE,Q1355823,CONCEPT,,0.0
FTSE 100,Q466496,CONCEPT,,0.0
billion,Q16021,MEASURE,,0.0
29 June,Q2659,PERIOD,,0.0
June,Q120,PERIOD,,0.0
European,Q1464982,NATIONAL,,0.0
Czech,Q9056,PERSON,,0.0
Czech prime minister,Q3409229,PERSON,,0.0
prime,Q49008,PERSON,,0.0
prime minister,Q839078,PERSON,,0.0
minister,Q1423891,PERSON,,0.0
Bohuslav,Q1936339,PERSON,,0.0
Bohuslav Sobotka,Q890971,PERSON,,0.0
Sobotka,Q890971,PERSON,,0.0
Czech,Q213,LOCATION,,0.0
Czech Republic,Q213,LOCATION,,0.0
Republic,Q17167,LOCATION,,0.0
EU,Q458,INSTITUTION,,0.0
UK,Q145,LOCATION,,0.0
EU,Q458,INSTITUTION,,0.0
Czech,Q213,PERSON,,0.0
Czech President,Q1819381,PERSON,,0.0
President,Q11696,PERSON,,0.0
Klaus,Q6889423,PERSON,,0.0
Britain,Q145,LOCATION,,0.0
EU,Q458,INSTITUTION,,0.0
dissolution,Q5167679,EVENT,,0.0
dissolution of Czechoslovakia,Q1059215,EVENT,,0.0
Czechoslovakia,Q182072,EVENT,,0.0
Marine,Q1898583,PERSON,,0.0
Marine Le Pen,Q12927,PERSON,,0.0
Le,Q4587,PERSON,,0.0
Le Pen,Q12927,PERSON,,0.0
Pen,Q1382194,PERSON,,0.0
French,Q142,ORGANISATION,,0.0
national,Q3624078,ORGANISATION,,0.0
Brexit,Q7888194,EVENT,,0.0
fall,Q7194742,EVENT,,0.0
fall of the Berlin Wall,Q5086,EVENT,,0.0
Berlin,Q64,EVENT,,0.0
Berlin Wall,Q5086,EVENT,,0.0
Wall,Q5086,EVENT,,0.0
Brexit,Q7888194,EVENT,,0.0
European,Q1464982,NATIONAL,,0.0
France,Q142,LOCATION,,0.0
French,Q142,PERSON_TYPE,,0.0
Britain,Q145,LOCATION,,0.0
EU,Q458,INSTITUTION,,0.0
Polish,Q1026,PERSON,,0.0
Polish President,Q1054799,PERSON,,0.0
President,Q30461,PERSON,,0.0
Andrzej,Q129674,PERSON,,0.0
Andrzej Duda,Q9151911,PERSON,,0.0
Duda,Q5311633,PERSON,,0.0
UK,Q145,LOCATION,,0.0
EU,Q458,INSTITUTION,,0.0
Moldovan,Q217,PERSON,,0.0
Moldovan Prime Minister,Q1769526,PERSON,,0.0
Prime,Q7243227,PERSON,,0.0
Prime Minister,Q319145,PERSON,,0.0
Minister,Q83307,PERSON,,0.0
Pavel,Q1242655,PERSON,,0.0
Pavel Filip,Q7155601,PERSON,,0.0
Filip,Q496191,PERSON,,0.0
Moldova,Q217,LOCATION,,0.0
UK,Q145,LOCATION,,0.0
British,Q145,NATIONAL,,0.0
UK,Q145,LOCATION,,0.0
EU,Q458,INSTITUTION,,0.0
Spanish,Q1321,PERSON,,0.0
Spanish foreign minister,Q2339304,PERSON,,0.0
foreign,Q181648,PERSON,,0.0
foreign minister,Q7330070,PERSON,,0.0
minister,Q1423891,PERSON,,0.0
Spain,Q29,LOCATION,,0.0
Gibraltar,Q1410,LOCATION,,0.0
British,Q145,NATIONAL,,0.0
EU,Q458,INSTITUTION,,0.0
Gibraltar,Q1410,LOCATION,,0.0
Britain,Q145,LOCATION,,0.0
EU,Q458,INSTITUTION,,0.0
Dutch,Q55,NATIONAL,,0.0
Geert,Q1497736,PERSON,,0.0
Geert Wilders,Q105338,PERSON,,0.0
Wilders,Q105338,PERSON,,0.0
Netherlands,Q55,LOCATION,,0.0
Britain,Q145,NATIONAL,,0.0
1940s,Q36561,PERIOD,,0.0
Britain,Q145,LOCATION,,0.0
Europe,Q46,LOCATION,,0.0
Brussels,Q240,LOCATION,,0.0
June,Q120,PERIOD,,0.0
Swedish,Q165192,PERSON,,0.0
Swedish foreign minister,Q1749063,PERSON,,0.0
foreign,Q473741,PERSON,,0.0
foreign minister,Q7330070,PERSON,,0.0
minister,Q83307,PERSON,,0.0
Margot,Q1895358,PERSON,,0.0
Margot Wallstrom,Q237522,PERSON,,0.0
Wallstrom,Q237522,PERSON,,0.0
Britain,Q145,LOCATION,,0.0
EU,Q458,INSTITUTION,,0.0
EU,Q458,INSTITUTION,,0.0
Britain,Q145,LOCATION,,0.0
EU,Q458,INSTITUTION,,0.0
European,Q1464982,NATIONAL,,0.0
International,Q1072012,INSTITUTION,,0.0
International Monetary Fund,Q7804,INSTITUTION,,0.0
Monetary,Q178476,INSTITUTION,,0.0
