Mention;Class
Yad Vashem Holocaust Martyrs’ and Heroes’ Remembrance Authority;INSTALLATION
Jerusalem;LOCATION
Jews;PERSON_TYPE
three million;MEASURE
Jewish;PERSON_TYPE
six million;MEASURE
Adolf Eichmann, a senior SS;PERSON
about 4.2 to 4.5 million;MEASURE
The Final Solution (1953);CREATION
Gerald Reitlinger;PERSON
Russian;NATIONAL
5.1 million;MEASURE
Raul Hilberg;PERSON
5.95 million;MEASURE
Jacob Lestschinsky;PERSON
Yisrael Gutman and Robert Rozett;PERSON
Encyclopedia of the Holocaust;CREATION
5.59–5.86 million;MEASURE
Wolfgang Benz of the Technical University of Berlin;PERSON
5.29 to 6.20 million;MEASURE
Yad Vashem;INSTALLATION
Nazi;PERSON_TYPE
Central Database of Shoah Victims’ Names;ARTIFACT
three million;MEASURE
Holocaust;EVENT
Yad Vashem;INSTALLATION
Jewish;PERSON_TYPE
Hilberg;PERSON
5.1 million;MEASURE
third;MEASURE
The Destruction of the European Jews;CREATION
800,000;MEASURE
1,400,000;MEASURE
2,900,000;MEASURE
Hilberg;PERSON
Jews;PERSON_TYPE
Poland;LOCATION
3,000,000;MEASURE
Hilberg;PERSON
Martin Gilbert;PERSON
over 5.75 million;MEASURE
Jewish;PERSON_TYPE
Lucy S. Dawidowicz;PERSON
5.934 million;MEASURE
Jews;PERSON_TYPE
eight to ten million;MEASURE
Jews;PERSON_TYPE
Germany;LOCATION
Jews;PERSON_TYPE
Soviet Union;LOCATION
six million;MEASURE
Holocaust;EVENT
60 to 75 percent;MEASURE
Jews;PERSON_TYPE
Poland;LOCATION
3.3 million;MEASURE
Jews;PERSON_TYPE
90 percent;MEASURE
beginning of World War II;PERIOD
Jewish;PERSON_TYPE
Baltic States;LOCATION
350,000: 250,000;MEASURE
Lithuania;LOCATION
95,000;MEASURE
Latvia;LOCATION
4,500;MEASURE
Estonia;LOCATION
end of 1941;PERIOD
230,000;MEASURE
Jews;PERSON_TYPE
Latvia and Lithuania;LOCATION
previous six months;PERIOD
4,000;MEASURE
Jews;PERSON_TYPE
Estonia;LOCATION
before the German invasion;EVENT
3,000;MEASURE
Soviet Union;LOCATION
1,000;MEASURE
SS;INSTITUTION
750,000;MEASURE
Jews;PERSON_TYPE
Germany and Austria;LOCATION
1933;PERIOD
about a quarter;MEASURE
German Jews;PERSON_TYPE
before 1939;PERIOD
Czechoslovakia, France or the Netherlands;LOCATION
Czechoslovakia, Greece, the Netherlands, and Yugoslavia;LOCATION
70 percent;MEASURE
Fifty to 70 percent;MEASURE
Romania, Belgium and Hungary;LOCATION
Belarus and Ukraine;LOCATION
Bulgaria, Denmark, France, Italy, and Norway;LOCATION
Albania;LOCATION
Germany;LOCATION
Jewish;PERSON_TYPE
1945;PERIOD
1939;PERIOD
About two hundred;MEASURE
Jews;PERSON_TYPE
over a thousand;MEASURE
60 percent;MEASURE
Muslim;PERSON_TYPE
Japan;LOCATION
Axis;INSTITUTION
German;NATIONAL
Jews;PERSON_TYPE
Shanghai Ghetto;LOCATION
over 3.8 million;MEASURE
80–90%;MEASURE
Jews;PERSON_TYPE
seven;MEASURE
half;MEASURE
Jews;PERSON_TYPE
Nazi Holocaust;EVENT
Jewish;PERSON_TYPE
Poland;LOCATION
half a million;MEASURE
Jews;PERSON_TYPE
Germany;LOCATION
Jewish;PERSON_TYPE
last year;PERIOD
Nazis;PERSON_TYPE
Poland;LOCATION
million;MEASURE
Jews;PERSON_TYPE
50 percent;MEASURE
800,000 to one million;MEASURE
Jews;PERSON_TYPE
Einsatzgruppen;INSTITUTION
occupied Soviet territories;LOCATION
Einsatzgruppen;INSTITUTION
Poland;LOCATION
Jewish Holocaust;EVENT
Jewish;PERSON_TYPE
1990s;PERIOD
Eastern Europe;LOCATION
Hilberg, Dawidowicz and Gilbert;PERSON
Gilbert;PERSON
two million;MEASURE
Auschwitz-Birkenau;INSTALLATION
one million;MEASURE
Wolfgang Benz;PERSON
Jews of Europe;PERSON_TYPE
villa Am Grossen Wannsee;LOCATION
January 1942;PERIOD
six million;MEASURE
holocaust;EVENT
165,000;MEASURE
Jews from Germany;PERSON_TYPE
65,000;MEASURE
Austria;LOCATION
32,000;MEASURE
France and Belgium;LOCATION
100,000;MEASURE
Netherlands;LOCATION
60,000;MEASURE
Greece;LOCATION
Yugoslavia;LOCATION
140,000;MEASURE
Czechoslovakia;LOCATION
half a million;MEASURE
Hungary;LOCATION
2.2 million;MEASURE
Soviet Union;LOCATION
2.7 million;MEASURE
Poland;LOCATION
Romania and Transitrien;LOCATION
200,000;MEASURE
Jews;PERSON_TYPE
Albania and Norway, Denmark and Italy;LOCATION
Luxembourg and Bulgaria;LOCATION
Wolfgang Benz;PERSON
Jews;PERSON_TYPE
Europe;LOCATION
Benz;PERSON
Denmark and Albania;LOCATION
Albania;LOCATION
Jew;PERSON_TYPE
Denmark;LOCATION
1 percent;MEASURE
Jewish;PERSON_TYPE
Yiddish and Ladino;CONCEPT
Auschwitz-Birkenau;INSTALLATION
1945;PERIOD
Jewish;PERSON_TYPE
Holocaust;EVENT
Yiddish;CONCEPT
Holocaust;EVENT
Yiddish;CONCEPT
Yiddish Renaissance;PERIOD
World War II;EVENT
11 to 13 million;MEASURE
Yiddish;CONCEPT
Holocaust;EVENT
Yiddish;CONCEPT
Jewish;PERSON_TYPE
five million (85%);MEASURE
Holocaust;EVENT
Yiddish;CONCEPT
Yiddish;CONCEPT
Ladino (Judaeo-Spanish);PERSON_TYPE
Jewish;PERSON_TYPE
Greece;LOCATION
Balkans;LOCATION
Jewish;PERSON_TYPE
Slavs;PERSON_TYPE
Generalplan Ost and Hunger Plan;UNKNOWN
Europe;LOCATION
World War II;EVENT
Generalplan Ost;UNKNOWN
Hitler;PERSON
Mein Kampf;CREATION
German;NATIONAL
Lebensraum;CONCEPT
Eastern Europe;LOCATION
Slavs;PERSON_TYPE
Nazis;PERSON_TYPE
Slavs;PERSON_TYPE
Untermenschen;PERSON_TYPE
Heinrich Himmler;PERSON
Reflections on the Treatment of Peoples of Alien Races in the East;CREATION
25 May 1940;PERIOD
East;LOCATION
Himmler;PERSON
German;NATIONAL
East;LOCATION
Germany;LOCATION
Germans;PERSON_TYPE
General Government;LOCATION
500;MEASURE
Germans;PERSON_TYPE
Himmler;PERSON
Germanization;CONCEPTUAL
Eastern Europe;LOCATION
East;LOCATION
German;NATIONAL
Germanic;NATIONAL
Himmler;PERSON
Generalplan Ost (General Plan East);UNKNOWN
Hitler;PERSON
1942;PERIOD
Slavs;PERSON_TYPE
German;NATIONAL
20–30 years;PERIOD
Doris L. Bergen;PERSON
Nazi;PERSON_TYPE
General Plan East;UNKNOWN
German;NATIONAL
Germans and ethnic Germans;PERSON_TYPE
Slavs;PERSON_TYPE
Jews;PERSON_TYPE
Generalplan Ost;UNKNOWN
Rudolph Rummel;PERSON
Slav;PERSON_TYPE
POWs;PERSON_TYPE
Nazis;PERSON_TYPE
10,547,000;MEASURE
William W. Hagen;PERSON
  Generalplan Ost;UNKNOWN
European;PERSON_TYPE
Poles;PERSON_TYPE
85 percent;MEASURE
Belarusians;PERSON_TYPE
75 percent;MEASURE
Ukrainians;PERSON_TYPE
65 percent;MEASURE
Czechs;PERSON_TYPE
50 percent;MEASURE
Russian;PERSON_TYPE
four;MEASURE
Slavic;CONCEPTUAL
Generalplan Ost;UNKNOWN
20 to 30 million;MEASURE
Slavs and Jews;PERSON_TYPE
Heinrich Himmler;PERSON
Operation Barbarossa, June 1941;EVENT
Poles;PERSON_TYPE
Nazi;PERSON_TYPE
Poles;PERSON_TYPE
Occupation of Poland (1939–1945);EVENT
German-occupied Poland;LOCATION
Sonderfahndungsbuch Polen;CREATION
Holocaust;EVENT
Poland;LOCATION
Polish;PERSON_TYPE
Auschwitz;INSTALLATION
1942/43;PERIOD
Auschwitz;INSTALLATION
Polish;PERSON_TYPE
Polish;PERSON_TYPE
Warsaw;LOCATION
Poles;PERSON_TYPE
Jews;PERSON_TYPE
Execution of Poles by Einsatzkommando, Leszno, October 1939;EVENT
German;NATIONAL
November 1939;PERIOD
Poles;PERSON_TYPE
Poles;PERSON_TYPE
Heinrich Himmler;PERSON
Polish;NATIONAL
German occupation;EVENT
Poles;PERSON_TYPE
German colonists;PERSON_TYPE
Poles;PERSON_TYPE
1952;PERIOD
three–four million;MEASURE
Poland;LOCATION
German;PERSON_TYPE
Poles;PERSON_TYPE
Germany;LOCATION
Poles;PERSON_TYPE
22 August 1939;PERIOD
a week before the onset of war;PERIOD
Hitler;PERSON
East;LOCATION
Polish;PERSON_TYPE
Nazi;PERSON_TYPE
Poles;PERSON_TYPE
Jews;PERSON_TYPE
Polish;NATIONAL
German;PERSON_TYPE
Poles;PERSON_TYPE
Jews;PERSON_TYPE
Polish Jews;PERSON_TYPE
90%;MEASURE
Holocaust;EVENT
Christian Poles;PERSON_TYPE
German occupation;EVENT
Between 1.8 and 2.1 million;MEASURE
Jewish Polish;PERSON_TYPE
German;NATIONAL
four-fifths;MEASURE
Poles;PERSON_TYPE
Ukrainians and Belarusians;PERSON_TYPE
200,000;MEASURE
146,000;MEASURE
Auschwitz;INSTALLATION
Warsaw Uprising;EVENT
120,000;MEASURE
200,000;MEASURE
Germans;PERSON_TYPE
Poland;LOCATION
13 to 18 per thousand;MEASURE
5.6 million;MEASURE
World War II;EVENT
Polish;PERSON_TYPE
Jewish;PERSON_TYPE
Jewish;PERSON_TYPE
Poland;LOCATION
16 percent;MEASURE
3.1 million of the 3.3 million;MEASURE
Polish Jews;PERSON_TYPE
two million of the 31.7 million;MEASURE
Jewish Polish;PERSON_TYPE
German;NATIONAL
2009;PERIOD
IPN;INSTITUTION
2.5 million;MEASURE
Jewish Polish;PERSON_TYPE
German occupation;EVENT
90 percent;MEASURE
Nazi Germany;LOCATION
Soviet Union;LOCATION
few days before the invasion of Poland;PERIOD
22 August 1939;PERIOD
Adolf Hitler;PERSON
Genghis Khan;PERSON
Polish;NATIONAL
Lebensraum;CONCEPT
Armenians;PERSON_TYPE
Poland;LOCATION
Germans;PERSON_TYPE
Russia;LOCATION
Poland;LOCATION
West Slavs;PERSON_TYPE
West Slavic;PERSON_TYPE
345,000;MEASURE
Czechoslovak;PERSON_TYPE
hundreds of thousands;MEASURE
Lidice and Ležáky;LOCATION
Nazis;PERSON_TYPE
16 years;PERIOD
Nazi;PERSON_TYPE
German ethnic Sorbian;NATIONAL
Serbs;PERSON_TYPE
South Slavs;PERSON_TYPE
World War II;EVENT
Serbs;PERSON_TYPE
Croatian Ustaše;PERSON_TYPE
Branko Jungić;PERSON
Serb;NATIONAL
Bosnia;LOCATION
Balkans;LOCATION
581,000;MEASURE
Yugoslav;PERSON_TYPE
World War II;EVENT
Yugoslavia;LOCATION
German;NATIONAL
Hitler;PERSON
Serbs;PERSON_TYPE
Untermenschen;PERSON_TYPE
Ustaše;ORGANISATION
Serbs;PERSON_TYPE
Bosniaks, Croats;PERSON_TYPE
Jasenovac concentration camp;INSTALLATION
Ustaša;ORGANISATION
Croatia;LOCATION
between 1941 and 1945;PERIOD
Serbs, Jews, Roma, Muslims [Bosniaks];PERSON_TYPE
Catholic;PERSON_TYPE
Croatian;NATIONAL
United States Holocaust Memorial Museum (USHMM);INSTALLATION
Jewish Virtual Library;WEBSITE
between 56,000 and 97,000;MEASURE
Jasenovac concentration camp;INSTALLATION
Yad Vashem;INSTALLATION
500,000;MEASURE
Serbs;PERSON_TYPE
Ustaše;PERSON_TYPE
Bošnjaci u Jasenovačkom logoru;CREATION
Jasenovac concentration camp;INSTALLATION
Nihad Halilbegović;PERSON
103,000;MEASURE
Bosniaks (Bosnian Muslims);PERSON_TYPE
Holocaust;EVENT
Nazi regime;INSTITUTION
Croatian Ustaše;PERSON_TYPE
Bosniaks;PERSON_TYPE
Serb or Croat;PERSON_TYPE
Bosniaks;PERSON_TYPE
Roma;PERSON_TYPE
Slovenes;PERSON_TYPE
Italian;NATIONAL
between 20,000 and 25,000;MEASURE
Slovenes;PERSON_TYPE
Nazis or fascists;PERSON_TYPE
Albanian;NATIONAL
Nazis;PERSON_TYPE
Albanians;PERSON_TYPE
Serbs;PERSON_TYPE
Albanian;PERSON_TYPE
fascists;CONCEPTUAL
Albanian SS Skenderbeg Division and the Balli Kombëtar;INSTITUTION
3,000 to 10,000;MEASURE
Kosovo Serbs;PERSON_TYPE
Albanians;PERSON_TYPE
30,000 to
						100,000;MEASURE
East Slavs;PERSON_TYPE
Occupation of Belarus by Nazi Germany and Reichskommissariat Ukraine;EVENT
Soviet;PERSON_TYPE
Minsk, Belarus;LOCATION
1943;PERIOD
Soviet;NATIONAL
Eastern Front;LOCATION
Leningrad;LOCATION
one million;MEASURE
Thousands;MEASURE
Soviet Russia, Belarus and Ukraine;LOCATION
German;NATIONAL
Bohdan Wytwycky;PERSON
one-quarter;MEASURE
Soviet;PERSON_TYPE
Nazis;PERSON_TYPE
Russian Academy of Sciences;INSTITUTION
1995;PERIOD
USSR;LOCATION
German;NATIONAL
Jews;PERSON_TYPE
13.7 million;MEASURE
20% of the 68 million;MEASURE
occupied USSR;LOCATION
7.4 million;MEASURE
Nazi;PERSON_TYPE
Belarus;LOCATION
Nazi Germany;LOCATION
9,000;MEASURE
380,000;MEASURE
hundreds of thousands;MEASURE
600;MEASURE
Khatyn;LOCATION
5,295;MEASURE
Belarusian;NATIONAL
Nazis;PERSON_TYPE
Tim Snyder;PERSON
nine million;MEASURE
Soviet Belarus;LOCATION
1941;PERIOD
1.6 million;MEASURE
Germans;PERSON_TYPE
700,000;MEASURE
500,000;MEASURE
Jews;PERSON_TYPE
320,000;MEASURE
partisans;PERSON_TYPE
German;PERSON_TYPE
Slavs;PERSON_TYPE
Jews;PERSON_TYPE
Germans;PERSON_TYPE
Slavs;PERSON_TYPE
German;NATIONAL
Hitler;PERSON
Slavs;PERSON_TYPE
Slavs;PERSON_TYPE
Lucy Dawidowicz;PERSON
Holocaust;EVENT
Soviet POWs;PERSON_TYPE
Mauthausen concentration camp;INSTALLATION
Soviet POWs;PERSON_TYPE
Nazi;PERSON_TYPE
Soviet POWs;PERSON_TYPE
Michael Berenbaum;PERSON
between two and three million;MEASURE
Soviet;PERSON_TYPE
57 percent;MEASURE
Soviet POWs;PERSON_TYPE
between June 1941 and May 1945;PERIOD
first year;PERIOD
Daniel Goldhagen;PERSON
2.8 million;MEASURE
Soviet POWs;PERSON_TYPE
eight months;PERIOD
1941–42;PERIOD
3.5 million;MEASURE
by mid-1944;PERIOD
USHMM;INSTALLATION
3.3 million of the 5.7 million;MEASURE
Soviet POWs;PERSON_TYPE
German;NATIONAL
8,300 of 231,000;MEASURE
British and American;PERSON_TYPE
POWs;PERSON_TYPE
German;NATIONAL
1943;PERIOD
half a million;MEASURE
Romani;PERSON_TYPE
Porajmos;EVENT
Emmanuel Ringelblum;PERSON
Roma;PERSON_TYPE
Nazi;PERSON_TYPE
Roma and Sinti;PERSON_TYPE
Jews;PERSON_TYPE
Nuremberg racial laws;LEGAL
West Germany;LOCATION
Porajmos;EVENT
1982;PERIOD
25%;MEASURE
Romani;PERSON_TYPE
Europe;LOCATION
Romani;PERSON_TYPE
Yehuda Bauer;PERSON
Romani;PERSON_TYPE
Romani;PERSON_TYPE
Auschwitz;INSTALLATION
Bauer;PERSON
Romani;PERSON_TYPE
Roma;PERSON_TYPE
Romani;PERSON_TYPE
Nazi Germany;LOCATION
Luxembourg and the Baltic;LOCATION
Nazis;PERSON_TYPE
Romani;PERSON_TYPE
Denmark, Greece;LOCATION
Romanis;PERSON_TYPE
Donald Niewyk and Frances Nicosia;PERSON
130,000;MEASURE
one million;MEASURE
Romani;PERSON_TYPE
Nazi-controlled Europe;LOCATION
Michael Berenbaum;PERSON
between 90,000 and 220,000;MEASURE
Sybil Milton;PERSON
U.S. Holocaust Memorial Museum;INSTITUTION
220,000;MEASURE
500,000;MEASURE
Independent State of Croatia;LOCATION
Romanies;PERSON_TYPE
Martin Gilbert;PERSON
more than 220,000 of the 700,000;MEASURE
Romani;PERSON_TYPE
Europe;LOCATION
Ian Hancock, Director of the Program of Romani Studies and the Romani Archives and Documentation Center at the University of Texas at Austin;PERSON
between 500,000 and 1,500,000;MEASURE
several hundred;MEASURE
Warsaw Ghetto;LOCATION
Einsatzgruppen;INSTITUTION
Romani;PERSON_TYPE
Nazis;PERSON_TYPE
Ustaše regime;EVENT
Croatia;LOCATION
Romani;PERSON_TYPE
Jasenovac concentration camp;INSTALLATION
Helen Fein;PERSON
Ustash;PERSON_TYPE
Romani;PERSON_TYPE
Croatia;LOCATION
May 1942;PERIOD
Romani;PERSON_TYPE
Jews;PERSON_TYPE
16 December 1942;PERIOD
Heinrich Himmler, Commander of the SS;PERSON
""architect"" of the Nazi genocide;TITLE
Gypsy Mischlinge;PERSON_TYPE
Romani;PERSON_TYPE
Balkan;PERSON_TYPE
German;NATIONAL
Auschwitz;INSTALLATION
Wehrmacht;INSTITUTION
29 January 1943;PERIOD
German Romani;PERSON_TYPE
Auschwitz;INSTALLATION
15 November 1943;PERIOD
Himmler;PERSON
occupied Soviet areas;LOCATION
Gypsies and part-Gypsies (Mischlinge);PERSON_TYPE
Nomadic Gypsies and part-Gypsies;PERSON_TYPE
Jews;PERSON_TYPE
Bauer;PERSON
Nazi;PERSON_TYPE
Romani;PERSON_TYPE
Aryan;PERSON_TYPE
Romani;PERSON_TYPE
Black people;PERSON_TYPE
Nazi Germany;LOCATION
Rhineland Bastard;PERSON_TYPE
Nazi Germany;LOCATION
Aryans;PERSON_TYPE
black people;PERSON_TYPE
Germany;LOCATION
Nazis;PERSON_TYPE
5,000–25,000;MEASURE
Asians;PERSON_TYPE
United States Holocaust Memorial Museum;INSTITUTION
Washington, D.C.;LOCATION
black people;PERSON_TYPE
from 1933 to 1945;PERIOD
Nazi Germany and in German-occupied territories;LOCATION
Jews;PERSON_TYPE
Afrikaaners, Berbers, Iranians and Pre-Partition Indians;PERSON
Aryans;PERSON_TYPE
Turkic;PERSON_TYPE
Arabs and South Asians;PERSON_TYPE
German;NATIONAL
Nazi eugenics, Action T4;UNKNOWN
Erbkrank;CREATION
Law for the Prevention of Hereditarily Diseased Offspring;LEGAL
Life unworthy of life;CREATION
Schloss Hartheim;INSTALLATION
Hitler;PERSON
Action T4;UNKNOWN
Joseph Goebbels;PERSON
1938;PERIOD
Nazis;PERSON_TYPE
Lebensunwertes Leben;CONCEPT
October 1939;PERIOD
Adolf Hitler;PERSON
1 September 1939;PERIOD
Reichsleiter Philipp Bouhler, the chief of his Chancellery;PERSON
Karl Brandt;PERSON
Hitler;PERSON
Reich Leader Bouhler and Dr.Brandt;PERSON
Adolf Hitler;PERSON
Action T4;UNKNOWN
German;PERSON_TYPE
Between 1939 and 1941;PERIOD
80,000 to 100,000;MEASURE
5,000;MEASURE
1,000;MEASURE
Jews;PERSON_TYPE
20,000;MEASURE
Georg Renno, the deputy director of Schloss Hartheim;PERSON
400,000;MEASURE
Frank Zeireis, the commandant of Mauthausen concentration camp;PERSON
300,000;MEASURE
270,000;MEASURE
Nazis;PERSON_TYPE
Jews;PERSON_TYPE
Holocaust;EVENT
German Catholic and Protestant;PERSON_TYPE
24 August 1941;PERIOD
Hitler;PERSON
T4;UNKNOWN
Tiergartenstraße 4;UNKNOWN
Berlin;LOCATION
Tiergarten;LOCATION
General Foundation for Welfare and Institutional Care;INSTITUTION
Philipp Bouhler, head of Hitler 's private chancellery (Kanzlei des Führer der NSDAP) and Karl Brandt, Hitler's personal physician;PERSON
Brandt;PERSON
December 1946;PERIOD
Nuremberg;LOCATION
22;MEASURE
United States of America;LOCATION
Karl Brandt;PERSON
Karl Brandt;PERSON
Landsberg;LOCATION
2 June 1948;PERIOD
Homosexuals;PERSON_TYPE
Institut für Sexualwissenschaft;INSTITUTION
Pink triangle;UNKNOWN
homosexuals;PERSON_TYPE
Nazi Germany;LOCATION
Holocaust;EVENT
Homomonument;INSTALLATION
Amsterdam;LOCATION
homosexual;PERSON_TYPE
Nazi Germany;LOCATION
Between 5,000 and 15,000;MEASURE
homosexuals;PERSON_TYPE
German;NATIONAL
James D. Steakley;PERSON
Germany;LOCATION
gesundes Volksempfinden;CONCEPT
1936;PERIOD
Himmler;PERSON
Reich Central Office for the Combating of Homosexuality and Abortion;INSTITUTION
homosexuals;PERSON_TYPE
German;NATIONAL
Gestapo;INSTITUTION
Tens of thousands;MEASURE
between 1933 and 1944;PERIOD
yellow armbands;UNKNOWN
pink triangles;UNKNOWN
Hundreds;MEASURE
SS;INSTITUTION
Steakley;PERSON
Germany;LOCATION
German;NATIONAL
Nazism;CONCEPT
Dachau;INSTALLATION
German communists, socialists and trade unionists;PERSON_TYPE
Nazism;CONCEPT
Hitler;PERSON
communism;CONCEPT
Jewish;PERSON_TYPE
Nazis;PERSON_TYPE
Judeo-Bolshevism;CONCEPT
Enabling Act of 1933;LEGAL
Hitler;PERSON
Hermann Göring;PERSON
Nuremberg Trials;EVENT
Nazis;PERSON_TYPE
German communists;PERSON_TYPE
president Paul von Hindenburg;PERSON
German;NATIONAL
Nazis;PERSON_TYPE
MI6;INSTITUTION
Gestapo;INSTITUTION
Communism;CONCEPT
October 1937;PERIOD
the head of the British agency's Berlin station, Frank Foley;PERSON
Heinrich Müller;PERSON
communism;CONCEPT
Hitler;PERSON
Nazis;PERSON_TYPE
German leftists;PERSON_TYPE
German;NATIONAL
Jews;PERSON_TYPE
Jews;PERSON_TYPE
Spartacist uprising in 1919;EVENT
Hitler;PERSON
Marxism and ""Bolshevism;CONCEPT
Jew;PERSON_TYPE
Nordics or Aryans;PERSON_TYPE
Buchenwald;INSTALLATION
German communists;PERSON_TYPE
Jews;PERSON_TYPE
Nazis;PERSON_TYPE
communist, socialist, or anarchist;CONCEPTUAL
Hitler's infamous Commissar Order;PERSON
Soviet;NATIONAL
Communist Party;ORGANISATION
German;NATIONAL
Einsatzgruppen;INSTITUTION
Nacht und Nebel (""Night and Fog"");LEGAL
Hitler;PERSON
7 December 1941;PERIOD
Chief of Staff of the Armed Forces Wilhelm Keitel;PERSON
Nazi Germany's occupied territories;LOCATION
German socialists Hermann Brill, Rudolf Breitscheid , Heinrich Bußmann, Josef Felder, Heinrich Fulda, Ernst Heilmann, and Alfred Schmieder; German communists Emil Carlebach, Ernst Grube, Walter Krämer, Adolf Maislinger, Oskar Müller, Beppo Römer, Werner Scholem, and Ernst Thälmann; Jewish socialist and former French Prime Minister Léon Blum; Slovenian socialist activist Andrej Gosar; Jewish Austrian socialist Robert Danneberg; and Austrian socialist (and later Interior Minister) Franz Olah;PERSON
Kurt Schumacher, a leading German socialist politician;PERSON
ten years;PERIOD
1948;PERIOD
1952;PERIOD
Social Democratic Party of Germany;ORGANISATION
Freemasons;PERSON_TYPE
Freemasonry;INSTITUTION
Nazi Germany and Occupied Europe;LOCATION
Nacht und Nebel;LEGAL
Loge Liberté chérie;ORGANISATION
November 1943;PERIOD
Hut 6;INSTITUTION
Emslandlager VII (KZ Esterwegen);INSTALLATION
one of two;MEASURE
Masonic;CONCEPTUAL
Nazi;PERSON_TYPE
Mein Kampf;CREATION
Hitler;PERSON
Freemasonry;INSTITUTION
Jews;PERSON_TYPE
Freemasonry;INSTITUTION
Jewish;PERSON_TYPE
Reich;INSTITUTION
Freemasons;PERSON_TYPE
from the mid-1930s;PERIOD
Heydrich;PERSON
Freemasonry museum;INSTITUTION
Eichmann;PERSON
SD;INSTITUTION
Hitler;PERSON
27 April 1938;PERIOD
third;MEASURE
Freemasons;PERSON_TYPE
Führer;PERSON
Freemasonry;INSTITUTION
Jews;PERSON_TYPE
Freemasons;PERSON_TYPE
inverted red triangle;UNKNOWN
United States Holocaust Memorial Museum;INSTITUTION
Freemasons;PERSON_TYPE
Jews;PERSON_TYPE
Nazi;PERSON_TYPE
Freemasons;PERSON_TYPE
Grand Lodge of Scotland;ORGANISATION
Freemasons;PERSON_TYPE
between 80,000 and 200,000;MEASURE
Jehovah's Witnesses;ORGANISATION
Jehovah's Witnesses;ORGANISATION
Nazi Germany;LOCATION
Nazi;PERSON_TYPE
12,000;MEASURE
Jehovah's Witnesses;ORGANISATION
purple triangle;UNKNOWN
Between 2,500 and 5,000;MEASURE
Historian Detlef Garbe, director of Hamburg's Neuengamme Memorial;PERSON
National Socialism;CONCEPT
Spanish Republicans;PERSON_TYPE
Spanish Civil War;EVENT
France;LOCATION
France;LOCATION
Mauthausen-Gusen concentration camp;INSTALLATION
7000;MEASURE
Shimon Samuels, director for International Liaison of the Simon Wiesenthal Centre;PERSON
Holocaust;EVENT
specifists;CONCEPTUAL
universalists;CONCEPTUAL
Holocaust;EVENT
Jews;PERSON_TYPE
Yehuda Bauer;PERSON
Bauer;PERSON
Holocaust;EVENT
Armenian Genocide;EVENT
Holocaust;EVENT
Armenian Genocide;EVENT
Nazis;PERSON_TYPE
Jews;PERSON_TYPE
Jewry;PERSON_TYPE
Jews;PERSON_TYPE
Armenian;NATIONAL
Armenians;PERSON_TYPE
Turkey;LOCATION
holocaust;EVENT
Armenian massacres;EVENT
Armenian;NATIONAL
holocaust;EVENT
Jews;PERSON_TYPE
Holocaust;EVENT
Holocaust;EVENT
Peter Novick;PERSON
Samuels;PERSON
2011;PERIOD
Dan Stone;PERSON
Holocaust;EVENT
Holocaust;EVENT
Nazi;PERSON_TYPE
Final Solution;CONCEPT
Eastern Europe;LOCATION
Jews;PERSON_TYPE
Nazis;PERSON_TYPE
Nazi;PERSON_TYPE
Nuremberg trials;EVENT
Nuremberg trials;EVENT
Hermann Göring;PERSON
first;MEASURE
Third Reich;INSTITUTION
Hitler;PERSON
Göring;PERSON
Nuremberg trials;EVENT
Allied;INSTITUTION
World War II;EVENT
Nazi Germany;LOCATION
Nuremberg, Germany;LOCATION
first;MEASURE
Norman Birkett;PERSON
British;PERSON_TYPE
International Military Tribunal (IMT);INSTITUTION
between 20 November 1945 and 1 October 1946;PERIOD
23;MEASURE
Third Reich;INSTITUTION
Adolf Hitler, Heinrich Himmler, and Joseph Goebbels;PERSON
several months before;PERIOD
International Military Tribunal;INSTITUTION
November 19, 1945;PERIOD
Palace of Justice;INSTALLATION
Nuremberg;LOCATION
first;MEASURE
Soviet judge, Nikitchenko;PERSON
24;MEASURE
seven;MEASURE
Nazi party, the Reich Cabinet, the Schutzstaffel (SS), Sicherheitsdienst (SD), the Gestapo, the Sturmabteilung (SA) and the ""General Staff and High Command"";INSTITUTION
senior military officers;TITLE
10 to 15 years;PERIOD
Israel and West Germany;LOCATION
Maschinenfabrik Esslingen;BUSINESS
Jerusalem;LOCATION
Germany;LOCATION
Second World War;EVENT
Jewish Agency;INSTITUTION
Chaim Weizmann;PERSON
Allies;INSTITUTION
Jews;PERSON_TYPE
Germany;LOCATION
March 1951;PERIOD
Israel's foreign minister Moshe Sharett;PERSON
Israel;LOCATION
1.5 billion;MEASURE
Israel;LOCATION
500,000;MEASURE
Jewish;PERSON_TYPE
West German Chancellor Konrad Adenauer;PERSON
Jewish Material Claims against Germany;ORGANISATION
New York City;LOCATION
Nahum Goldmann;PERSON
845 million;MEASURE
14 years;PERIOD
1952;PERIOD
Ben Gurion;PERSON
Jewish;PERSON_TYPE
Holocaust;EVENT
Israel;LOCATION
1988;PERIOD
West Germany;LOCATION
125 million;MEASURE
1999;PERIOD
German;NATIONAL
Deutsche Bank, Siemens or BMW;BUSINESS
World War II;EVENT
Germany;LOCATION
5 billion;MEASURE
Jewish;PERSON_TYPE
between $2,500 and $7,500;MEASURE
2012;PERIOD
Germany;LOCATION
772 million;MEASURE
Israel;LOCATION
2014;PERIOD
SNCF;BUSINESS
French;NATIONAL
60 million;MEASURE
American Jewish;PERSON_TYPE
Holocaust;EVENT
Germany;LOCATION
100,000;MEASURE
SNCF;BUSINESS
